Image Source,Product Description,Sku Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Standard Size & Maximum Custom Size,Length,Width,Estimated Cost,Rolled Paper - Estimated Retail,Rolled Paper - UI Retail,Rolled Paper - TAR UI Cost
Old World,Giclee Print On Paper,PR,S,Small,56,26,36,6.50,768,5.33,3:4,0.75,24 x 32,24,32,$28.80,$83.16,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,70,32,42,9.33,1200,8.33,3:4,0.75,30 x 40,30,40,$45.00,$103.95,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,84,38,50,13.19,1728,12.00,3:4,0.75,36 x 48,36,48,$64.80,$138.60,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,98,44,60,18.33,2352,16.33,3:4,0.75,42 x 56,42,56,$88.20,$172.48,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,3:4,0.75,54 x 72,54,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,37,19,24,3.17,336,2.33,,0.76,16 x 21,16,21,$12.60,$54.95,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,60,28,36,7.00,884,6.14,,0.76,26 x 34,26,34,$33.15,$89.10,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,67,31,42,9.04,1102,7.65,,0.76,29 x 38,29,38,$41.33,$99.50,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,83,38,50,13.19,1692,11.75,,0.76,36 x 47,36,47,$63.45,$136.95,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,97,44,60,18.33,2310,16.04,,0.76,42 x 55,42,55,$86.63,$170.72,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.76,55 x 72,55,72,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,35,17,24,2.83,293,2.03,,0.77,15 x 19.5,15,19.5,$10.97,$51.23,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,58,27,36,6.75,813,5.64,,0.77,25 x 32.5,25,32.5,$30.47,$85.39,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,69,32,42,9.33,1170,8.13,,0.77,30 x 39,30,39,$43.88,$102.47,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,81,37,50,12.85,1593,11.06,,0.77,35 x 45.5,35,45.5,$59.72,$132.83,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,96,44,60,18.13,2241,15.56,,0.77,41.5 x 54,41.5,54,$84.04,$168.08,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.77,57 x 74,57,74,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,39,19,24,3.17,370,2.57,,0.78,17 x 21.75,17,21.75,$13.87,$57.54,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,57,27,36,6.75,800,5.56,,0.78,25 x 32,25,32,$30.00,$84.65,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,70,33,42,9.48,1190,8.26,,0.78,30.5 x 39,30.5,39,$44.61,$103.21,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,82,38,50,13.19,1656,11.50,,0.78,36 x 46,36,46,$62.10,$135.30,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,98,45,60,18.75,2365,16.42,,0.78,43 x 55,43,55,$88.69,$172.48,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.78,55.5 x 71,55.5,71,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,25,13,24,2.17,154,1.07,5.5:7,0.79,11 x 14,11,14,$5.78,$37.13,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,50,24,36,6.00,616,4.28,5.5:7,0.79,22 x 28,22,28,$23.10,$74.25,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,71,33,42,9.63,1225,8.50,5:5.7,0.79,31 x 39.5,31,39.5,$45.92,$104.69,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,84,39,50,13.54,1739,12.08,5:5.7,0.79,37 x 47,37,47,$65.21,$138.60,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,100,46,60,19.17,2464,17.11,5:5.7,0.79,44 x 56,44,56,$92.40,$176.00,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,5:5.7,0.79,55 x 70,55,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,36,18,24,3.00,320,2.22,4:5,0.80,16 x 20,16,20,$12.00,$53.46,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,54,26,36,6.50,320,5.00,4:5,0.80,24 x 30,24,30,$12.00,$80.19,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,72,34,42,9.92,720,8.89,4:5,0.80,32 x 40,32,40,$27.00,$106.92,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,81,38,50,13.19,"1,280",11.25,4:5,0.80,36 x 45,36,45,$48.00,$133.65,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,99,46,60,19.17,"1,620",16.81,4:5,0.80,44 x 55,44,55,$60.75,$174.24,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,4:5,0.80,56 x 70,56,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,36,18,24,3.00,325,2.26,,0.81,16.25 x 20,16.25,20,$12.19,$53.83,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,58,28,36,7.00,832,5.78,,0.81,26 x 32,26,32,$31.20,$86.13,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,73,35,42,10.06,1300,9.03,,0.81,32.5 x 40,32.5,40,$48.75,$107.66,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,87,41,50,14.24,1872,13.00,,0.81,39 x 48,39,48,$70.20,$143.55,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,102,48,60,19.79,2548,17.69,,0.81,45.5 x 56,45.5,56,$95.55,$178.64,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.81,56 x 69,56,69,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,37,19,24,3.08,330,2.29,,0.82,16.5 x 20,16.5,20,$12.38,$54.20,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,59,29,36,7.13,848,5.89,,0.82,26.5 x 32,26.5,32,$31.80,$86.87,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,73,35,42,10.21,1320,9.17,,0.82,33 x 40,33,40,$49.50,$108.41,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,84,40,50,13.89,1748,12.14,,0.82,38 x 46,38,46,$65.55,$138.60,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,102,48,60,20.10,2590,17.99,,0.82,46.25 x 56,46.25,56,$97.13,$179.96,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.82,57 x 69,57,69,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,33,17,24,2.83,270,1.88,5:6,0.83,15 x 18,15,18,$10.13,$49.01,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,55,27,36,6.75,750,5.21,5:6,0.83,25 x 30,25,30,$28.13,$81.68,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,66,32,42,9.33,1080,7.50,5:6,0.83,30 x 36,30,36,$40.50,$98.01,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,88,42,50,14.58,1920,13.33,5:6,0.83,40 x 48,40,48,$72.00,$145.20,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,99,47,60,19.58,2430,16.88,5:6,0.83,45 x 54,45,54,$91.13,$174.24,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,5:6,0.83,56 x 70,56,70,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,35,18,24,3.00,304,2.11,,0.84,16 x 19,16,19,$11.40,$51.98,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,46,27,24,4.50,525,3.65,,0.84,21 x 25,21,25,$19.69,$68.31,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,70,40,36,10.00,1216,8.44,,0.84,32 x 38,32,38,$45.60,$103.95,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,81,46,42,13.42,1628,11.31,,0.84,37 x 44,37,44,$61.05,$133.65,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,94,53,50,18.40,2193,15.23,,0.84,44 x 51,43,51,$82.24,$165.44,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.84,56 x 66.5,56,66.5,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,39,20,24,3.33,383,2.66,,0.85,18 x 21.25,18,21.25,$14.34,$58.29,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,61,35,42,10.21,924,6.42,,0.85,32.25 x 38,28,33,$34.65,$90.59,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,81,46,42,13.42,1639,11.38,,0.85,37.25 x 44,37.25,44,$61.46,$134.06,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,94,53,50,18.40,2206,15.32,,0.85,43.25 x 51,43.25,51,$82.72,$165.88,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.85,56 x 66.5,56,66,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,35,18,24,3.00,296,2.06,,0.86,16 x 18.5,16,18.5,$11.10,$51.23,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,45,28,24,4.58,495,3.44,,0.86,22 x 25.5,22,22.5,$18.56,$66.08,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,69,39,36,9.75,1184,8.22,,0.86,32 x 37,32,37,$44.40,$102.47,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,82,40,50,13.89,1672,11.61,,0.86,38 x 44,38,44,$62.70,$135.30,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,97,54,50,18.75,2340,16.25,,0.86,45 x 52,45,52,$87.75,$170.72,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.86,54.5 x 63,54.5,63,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,32,17,24,2.83,255,1.77,,0.88,15 x 17,15,17,$9.56,$47.52,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,47,27,24,4.50,550,3.82,,0.88,22 x 25,22,25,$20.63,$69.80,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,71,40,36,9.88,1238,8.59,,0.88,33 x 37.5,33,37.5,$46.41,$104.69,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,79,44,42,12.83,1554,10.79,,0.88,37 x 42,37,42,$58.28,$130.35,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,98,54,50,18.75,2379,16.52,,0.88,45.75 x 52,45.75,52,$89.21,$172.04,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,119,,,,3497,24.28,,0.88,55.5 x 63,55.5,63,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,32,17,24,2.83,248,1.72,,0.91,15 x 16.5,15,16.5,$9.28,$46.78,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,42,22,24,3.67,440,3.06,,0.91,20 x 22,20,22,$16.50,$62.37,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,63,32,36,8.00,990,6.88,,0.91,30 x 33,30,33,$37.13,$93.56,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,73,37,42,10.65,1311,9.10,,0.91,34.5 x 38,34.5,38,$49.16,$119.63,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,84,46,42,13.42,1760,12.22,,0.91,40 x 44,40,44,$66.00,$147.84,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,,0.91,54.5 x 60,54.5,60,,,$1.76,$0.045
Old World,Giclee Print On Paper,PR,P,Petite,24,14,24,2.33,144,1.00,1:1,1.00,12 x 12,12,12,$5.40,$35.64,$1.49,$0.045
Old World,Giclee Print On Paper,PR,S,Small,32,18,24,3.00,256,1.78,1:1,1.00,16 x 16,16,16,$9.60,$47.52,$1.49,$0.045
Old World,Giclee Print On Paper,PR,M,Medium,40,22,24,3.67,400,2.78,1:1,1.00,20 x 20,20,20,$15.00,$59.40,$1.49,$0.045
Old World,Giclee Print On Paper,PR,L,Large,60,32,36,8.00,900,6.25,1:1,1.00,30 x 30,30,30,$33.75,$89.10,$1.49,$0.045
Old World,Giclee Print On Paper,PR,O,Oversize,72,38,42,11.08,"1,296",9.00,1:1,1.00,36 x 36,36,36,$48.60,$118.80,$1.65,$0.045
Old World,Giclee Print On Paper,PR,X,Oversize Large,80,42,42,12.25,"1,296",9.00,1:1,1.00,40 x 40,40,40,$48.60,$140.80,$1.76,$0.045
Old World,Giclee Print On Paper,PR,C,Custom,,,,,,,1:1,1.00,58 x 58,58,58,,,$1.76,$0.045
